product_title,craft_type,material_cost,price,median_competitor_price,cost_floor,source
Premium Handmade Brass Meenakari Enamel Bangles Set,Jewelry,1080.0,3350,3850,1600,synthetic_benchmark
Eco-Friendly Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,160.0,600,800,300,synthetic_benchmark
Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,160.0,400,550,300,synthetic_benchmark
Vintage Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,640.0,2050,2750,1000,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,2300.0,7100,8200,3300,synthetic_benchmark
Handcrafted Terracotta Water Pitcher with Traditional Lid,Pottery & Clay,90.0,500,550,250,synthetic_benchmark
Classic Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,210.0,600,750,400,synthetic_benchmark
Custom Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,1130.0,3050,3750,1700,synthetic_benchmark
Handmade 45W Type-C Fast Charger for Ultrasharp Laptops,Electronics,1450.0,3150,3700,2150,synthetic_benchmark
Handmade Brass Pooja Bell with Peacock Handle,Metalwork,460.0,1700,1950,750,synthetic_benchmark
Organic Handloom Linen Scarf with Tassels,Handloom Textile,970.0,2150,2650,1450,synthetic_benchmark
Ergonomic Wireless Silent Optical Mouse,Electronics,340.0,800,900,600,synthetic_benchmark
Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,1460.0,4600,5850,2150,synthetic_benchmark
Custom Handwoven Cotton Chanderi Dupatta with Booti Work,Handloom Textile,1770.0,4000,5150,2600,synthetic_benchmark
Noise Cancelling Over-Ear Studio Headphones,Electronics,960.0,2300,2800,1450,synthetic_benchmark
Handcrafted Phulkari Hand-Embroidered Traditional Dupatta,Embroidery,300.0,800,900,500,synthetic_benchmark
Classic 7-in-1 Aluminium USB-C Multiport Hub Adapter,Electronics,1010.0,2600,3350,1500,synthetic_benchmark
Carved Sheesham Wood Elephant Figurine,Woodwork,620.0,1500,1850,950,synthetic_benchmark
Artisan Handmade Brass Pooja Bell with Peacock Handle,Metalwork,530.0,1900,2250,850,synthetic_benchmark
Authentic Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,150.0,700,900,300,synthetic_benchmark
Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,1860.0,5400,6300,2700,synthetic_benchmark
Handwoven Cotton Chanderi Dupatta with Booti Work,Handloom Textile,1470.0,3250,4100,2150,synthetic_benchmark
Handcrafted Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,220.0,800,900,400,synthetic_benchmark
100W Type-C Heavy Duty Braided Charging Cable 2m,Electronics,260.0,800,900,450,synthetic_benchmark
Handmade Mango Wood Candle Stand Pair,Woodwork,1070.0,2450,3300,1600,synthetic_benchmark
Eco-Friendly Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,370.0,1100,1300,600,synthetic_benchmark
Handcrafted Terracotta Handpainted Statement Jewelry Set,Jewelry,660.0,2050,2500,1000,synthetic_benchmark
Carved Sheesham Wood Elephant Figurine,Woodwork,230.0,850,1050,400,synthetic_benchmark
Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,690.0,2250,2850,1050,synthetic_benchmark
Vintage Hand-Embroidered Chikankari Cotton Kurti,Embroidery,360.0,1000,1300,600,synthetic_benchmark
Sandalwood Carved Incense Stick Holder,Woodwork,940.0,2750,3250,1400,synthetic_benchmark
Handloom Sambalpuri Silk Traditional Saree,Handloom Textile,2580.0,5100,6500,3700,synthetic_benchmark
Handmade Brass Meenakari Enamel Bangles Set,Jewelry,1690.0,6050,7900,2450,synthetic_benchmark
Handmade Soft Stuffed Bunny Toy Holding a Carrot,Embroidery,640.0,2200,2950,1000,synthetic_benchmark
Premium Handloom Pure Silk Banarasi Saree with Zari Border,Handloom Textile,790.0,2150,2650,1200,synthetic_benchmark
Terracotta Handpainted Statement Jewelry Set,Jewelry,780.0,2200,2650,1200,synthetic_benchmark
Handmade Sculpted Clay Floral Vase with Rustic Finish,Pottery & Clay,270.0,750,900,500,synthetic_benchmark
Traditional 10000mAh Magnetic Wireless Power Bank Fast Charge,Electronics,380.0,1050,1200,650,synthetic_benchmark
Premium Sandalwood Carved Incense Stick Holder,Woodwork,1160.0,2900,3350,1700,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,750.0,2150,2500,1150,synthetic_benchmark
Classic Ergonomic Wireless Silent Optical Mouse,Electronics,860.0,2350,2750,1300,synthetic_benchmark
Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,410.0,1050,1400,650,synthetic_benchmark
Traditional Temple Jewelry Gold Plated Pendant,Jewelry,610.0,2550,3150,950,synthetic_benchmark
Eco-Friendly Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,220.0,750,1000,400,synthetic_benchmark
Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,420.0,1500,1800,700,synthetic_benchmark
Hand-Embroidered Chikankari Cotton Kurti,Embroidery,400.0,1400,1650,650,synthetic_benchmark
Traditional 65W GaN USB-C Fast Charger with Foldable Plug,Electronics,420.0,1150,1300,700,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,670.0,1800,2300,1050,synthetic_benchmark
Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,1470.0,2650,3200,2150,synthetic_benchmark
Noise Cancelling Over-Ear Studio Headphones,Electronics,1130.0,2300,2600,1700,synthetic_benchmark
Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,810.0,2400,3200,1250,synthetic_benchmark
Handmade Pochampally Ikat Handwoven Saree,Handloom Textile,3070.0,6900,9000,4400,synthetic_benchmark
Deluxe USB-C to Lightning Braided Fast Sync Cable,Electronics,1150.0,2000,2700,1700,synthetic_benchmark
Traditional 65W GaN USB-C Fast Charger with Foldable Plug,Electronics,520.0,1450,1700,850,synthetic_benchmark
Handloom Sambalpuri Silk Traditional Saree,Handloom Textile,3430.0,9500,11700,4900,synthetic_benchmark
Artisan Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,310.0,850,1050,550,synthetic_benchmark
Custom Hand-Embroidered Chikankari Cotton Kurti,Embroidery,490.0,1150,1300,800,synthetic_benchmark
Premium Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,2090.0,5650,6350,3050,synthetic_benchmark
Authentic Kanjivaram Silk Festive Saree,Handloom Textile,3330.0,9500,10650,4750,synthetic_benchmark
Sculpted Clay Floral Vase with Rustic Finish,Pottery & Clay,210.0,850,950,400,synthetic_benchmark
Traditional Terracotta Handpainted Statement Jewelry Set,Jewelry,830.0,2150,2450,1250,synthetic_benchmark
Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,320.0,950,1250,550,synthetic_benchmark
Eco-Friendly Handmade Crocheted Cotton Baby Blanket,Embroidery,720.0,1800,2200,1100,synthetic_benchmark
Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,660.0,1900,2250,1000,synthetic_benchmark
Handcrafted Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,620.0,1150,1350,950,synthetic_benchmark
Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,1630.0,3350,4450,2400,synthetic_benchmark
Deluxe Hand-Beaten Brass Dining Platter Thali Set,Metalwork,420.0,1150,1400,700,synthetic_benchmark
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,100.0,500,550,250,synthetic_benchmark
Premium Handmade Teak Wood Kitchen Spatula & Spoon Set,Woodwork,350.0,1350,1600,600,synthetic_benchmark
Custom Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,420.0,1500,2000,700,synthetic_benchmark
Handmade Brass Meenakari Enamel Bangles Set,Jewelry,420.0,1700,1900,700,synthetic_benchmark
Artisan Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,960.0,2350,2950,1450,synthetic_benchmark
Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,1090.0,3600,4150,1650,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,1780.0,6200,8000,2600,synthetic_benchmark
Custom Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,600.0,1700,1900,950,synthetic_benchmark
Traditional Temple Jewelry Gold Plated Pendant,Jewelry,870.0,1950,2350,1300,synthetic_benchmark
Authentic Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,1150.0,4200,4800,1700,synthetic_benchmark
7-in-1 Aluminium USB-C Multiport Hub Adapter,Electronics,960.0,1650,2050,1450,synthetic_benchmark
Vintage Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,580.0,1800,2000,900,synthetic_benchmark
Exquisite Pochampally Ikat Handwoven Saree,Handloom Textile,2040.0,4450,5300,2950,synthetic_benchmark
Handmade Brass Pooja Bell with Peacock Handle,Metalwork,1030.0,2150,2700,1550,synthetic_benchmark
45W Type-C Fast Charger for Ultrasharp Laptops,Electronics,640.0,1400,1650,1000,synthetic_benchmark
Exquisite Khadi Cotton Handloom Kurta for Men,Handloom Textile,1530.0,4800,5650,2250,synthetic_benchmark
Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,1230.0,3550,4200,1800,synthetic_benchmark
Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,1220.0,3600,4250,1800,synthetic_benchmark
Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,860.0,2200,2850,1300,synthetic_benchmark
Terracotta Handpainted Statement Jewelry Set,Jewelry,1070.0,4200,4800,1600,synthetic_benchmark
Traditional Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,1710.0,4600,5550,2500,synthetic_benchmark
Eco-Friendly Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,230.0,750,1000,400,synthetic_benchmark
Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,1170.0,2650,3050,1750,synthetic_benchmark
Handmade Terracotta Decorative Wall Hanging,Pottery & Clay,350.0,850,1100,600,synthetic_benchmark
Traditional Temple Jewelry Gold Plated Pendant,Jewelry,1370.0,3200,3850,2000,synthetic_benchmark
Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,300.0,950,1100,500,synthetic_benchmark
Custom Artisan Hand-Carved Wooden Wall Panel Relief,Woodwork,1170.0,3350,3900,1750,synthetic_benchmark
USB-C to Lightning Braided Fast Sync Cable,Electronics,1180.0,2400,2900,1750,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,930.0,2050,2300,1400,synthetic_benchmark
Handwoven Cotton Chanderi Dupatta with Booti Work,Handloom Textile,2640.0,6250,8100,3800,synthetic_benchmark
Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,790.0,1950,2600,1200,synthetic_benchmark
Artisan Pochampally Ikat Handwoven Saree,Handloom Textile,570.0,2100,2800,900,synthetic_benchmark
Handcrafted Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,330.0,1150,1450,550,synthetic_benchmark
Handmade Brass Meenakari Enamel Bangles Set,Jewelry,1580.0,3550,4400,2300,synthetic_benchmark
Hand-Embroidered Chikankari Cotton Kurti,Embroidery,690.0,2000,2450,1050,synthetic_benchmark
10000mAh Magnetic Wireless Power Bank Fast Charge,Electronics,460.0,1500,2000,750,synthetic_benchmark
Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,2320.0,6450,8400,3350,synthetic_benchmark
Vintage Hand-Embroidered Chikankari Cotton Kurti,Embroidery,450.0,1150,1500,750,synthetic_benchmark
Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,800.0,2100,2350,1200,synthetic_benchmark
Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,860.0,2800,3150,1300,synthetic_benchmark
Handcrafted Handloom Pure Silk Banarasi Saree with Zari Border,Handloom Textile,580.0,1650,2200,900,synthetic_benchmark
Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,1430.0,3500,4500,2100,synthetic_benchmark
Cast Iron Artisan Skillet Fry Pan,Metalwork,830.0,2400,2900,1250,synthetic_benchmark
Khadi Cotton Handloom Kurta for Men,Handloom Textile,1480.0,4000,5400,2150,synthetic_benchmark
Hand-Embroidered Chikankari Cotton Kurti,Embroidery,740.0,1750,2000,1150,synthetic_benchmark
Handcrafted Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,1180.0,3850,4750,1750,synthetic_benchmark
Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,650.0,2100,2350,1000,synthetic_benchmark
Handmade Teak Wood Kitchen Spatula & Spoon Set,Woodwork,600.0,1650,2150,950,synthetic_benchmark
Handmade Crocheted Cotton Baby Blanket,Embroidery,930.0,2050,2350,1400,synthetic_benchmark
Noise Cancelling Over-Ear Studio Headphones,Electronics,420.0,1200,1500,700,synthetic_benchmark
Vintage Traditional Temple Jewelry Gold Plated Pendant,Jewelry,930.0,3800,4450,1400,synthetic_benchmark
Eco-Friendly Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,1210.0,3200,3750,1800,synthetic_benchmark
Handmade Brass Pooja Bell with Peacock Handle,Metalwork,1470.0,4200,5150,2150,synthetic_benchmark
Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,970.0,2900,3400,1450,synthetic_benchmark
Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,640.0,1300,1600,1000,synthetic_benchmark
Vintage Sandalwood Carved Incense Stick Holder,Woodwork,510.0,1450,1750,800,synthetic_benchmark
Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,500.0,1200,1500,800,synthetic_benchmark
Handmade Wooden Coaster Set of 6 with Stand,Woodwork,530.0,2050,2450,850,synthetic_benchmark
Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,990.0,3700,4300,1500,synthetic_benchmark
Artisan Ceramic Planter with Drainage Plate,Pottery & Clay,260.0,750,900,450,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,850.0,2150,2500,1300,synthetic_benchmark
Sculpted Clay Floral Vase with Rustic Finish,Pottery & Clay,120.0,650,850,250,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,1750.0,4150,5150,2550,synthetic_benchmark
Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,1050.0,3400,4500,1550,synthetic_benchmark
Organic Handloom Linen Scarf with Tassels,Handloom Textile,2130.0,4500,5000,3100,synthetic_benchmark
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,140.0,700,900,300,synthetic_benchmark
Handcrafted Terracotta Water Pitcher with Traditional Lid,Pottery & Clay,160.0,550,650,300,synthetic_benchmark
Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,2310.0,7050,9350,3350,synthetic_benchmark
Premium Handmade Mango Wood Candle Stand Pair,Woodwork,1160.0,3750,4350,1700,synthetic_benchmark
Sculpted Clay Floral Vase with Rustic Finish,Pottery & Clay,50.0,400,450,150,synthetic_benchmark
Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,1340.0,3000,3550,2000,synthetic_benchmark
Noise Cancelling Over-Ear Studio Headphones,Electronics,1400.0,3250,3900,2050,synthetic_benchmark
Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,990.0,2700,3200,1500,synthetic_benchmark
Classic Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,850.0,2000,2700,1300,synthetic_benchmark
Phulkari Hand-Embroidered Traditional Dupatta,Embroidery,850.0,2600,3150,1300,synthetic_benchmark
Artisan Hand-Carved Wooden Wall Panel Relief,Woodwork,630.0,1650,2050,1000,synthetic_benchmark
Exquisite Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,740.0,3150,4200,1150,synthetic_benchmark
Authentic Carved Sheesham Wood Elephant Figurine,Woodwork,670.0,1800,2400,1050,synthetic_benchmark
Handmade Soft Stuffed Bunny Toy Holding a Carrot,Embroidery,280.0,1000,1300,500,synthetic_benchmark
Eco-Friendly 7-in-1 Aluminium USB-C Multiport Hub Adapter,Electronics,1290.0,2850,3600,1900,synthetic_benchmark
Hand-Beaten Brass Dining Platter Thali Set,Metalwork,310.0,1150,1300,550,synthetic_benchmark
Sculpted Clay Floral Vase with Rustic Finish,Pottery & Clay,80.0,550,750,200,synthetic_benchmark
Sandalwood Carved Incense Stick Holder,Woodwork,440.0,1050,1200,700,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,920.0,2600,3400,1400,synthetic_benchmark
Earthen Clay Cooking Handi Pot,Pottery & Clay,370.0,750,850,600,synthetic_benchmark
Exquisite Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,280.0,950,1050,500,synthetic_benchmark
Kantha Stitch Embroidered Cotton Cushion Covers Pair,Embroidery,960.0,2150,2550,1450,synthetic_benchmark
Authentic Traditional Temple Jewelry Gold Plated Pendant,Jewelry,730.0,2950,3650,1100,synthetic_benchmark
Handmade Kundan & Pearl Jhumka Earrings,Jewelry,570.0,1550,1850,900,synthetic_benchmark
Artisan Ceramic Planter with Drainage Plate,Pottery & Clay,310.0,750,850,550,synthetic_benchmark
Handmade Wooden Coaster Set of 6 with Stand,Woodwork,530.0,1950,2400,850,synthetic_benchmark
Sandalwood Carved Incense Stick Holder,Woodwork,1040.0,3500,4300,1550,synthetic_benchmark
Handcrafted Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,520.0,1400,1550,850,synthetic_benchmark
Traditional Artisan Hand-Carved Wooden Wall Panel Relief,Woodwork,790.0,2200,2800,1200,synthetic_benchmark
Earthen Clay Cooking Handi Pot,Pottery & Clay,320.0,850,950,550,synthetic_benchmark
65W GaN USB-C Fast Charger with Foldable Plug,Electronics,1440.0,3050,3600,2100,synthetic_benchmark
Hand-Embroidered Chikankari Cotton Kurti,Embroidery,400.0,1400,1600,650,synthetic_benchmark
Deluxe Hand-Beaten Brass Dining Platter Thali Set,Metalwork,1300.0,3850,4850,1900,synthetic_benchmark
Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,390.0,1200,1450,650,synthetic_benchmark
Deluxe Handmade Brass Diya Oil Lamp Hanging,Metalwork,1040.0,3150,4000,1550,synthetic_benchmark
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,290.0,800,1050,500,synthetic_benchmark
Eco-Friendly Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,400.0,1100,1250,650,synthetic_benchmark
Handcrafted Sculpted Clay Floral Vase with Rustic Finish,Pottery & Clay,130.0,550,650,300,synthetic_benchmark
Classic Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,1150.0,4300,4850,1700,synthetic_benchmark
Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,560.0,1700,2050,900,synthetic_benchmark
Eco-Friendly Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,770.0,2500,2750,1200,synthetic_benchmark
Exquisite Handmade Kundan & Pearl Jhumka Earrings,Jewelry,1130.0,4350,5850,1700,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,1100.0,2500,3100,1650,synthetic_benchmark
Exquisite 100W Type-C Heavy Duty Braided Charging Cable 2m,Electronics,890.0,2300,2950,1350,synthetic_benchmark
Hand-Beaten Brass Dining Platter Thali Set,Metalwork,1330.0,2950,3350,1950,synthetic_benchmark
Handcrafted Terracotta Handpainted Statement Jewelry Set,Jewelry,2010.0,4700,5750,2900,synthetic_benchmark
Traditional Jamdani Cotton Saree,Handloom Textile,920.0,2400,3050,1400,synthetic_benchmark
Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,200.0,550,700,400,synthetic_benchmark
Exquisite Hand-Embroidered Chikankari Cotton Kurti,Embroidery,660.0,1600,2050,1000,synthetic_benchmark
Vintage 45W Type-C Fast Charger for Ultrasharp Laptops,Electronics,910.0,1750,2350,1350,synthetic_benchmark
Eco-Friendly USB-C to Lightning Braided Fast Sync Cable,Electronics,730.0,1500,1700,1100,synthetic_benchmark
Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,370.0,1450,1750,600,synthetic_benchmark
Handmade Teak Wood Kitchen Spatula & Spoon Set,Woodwork,910.0,2500,2900,1350,synthetic_benchmark
Artisan Ceramic Planter with Drainage Plate,Pottery & Clay,250.0,800,1000,450,synthetic_benchmark
Authentic Terracotta Handpainted Statement Jewelry Set,Jewelry,860.0,2750,3350,1300,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,980.0,3350,4250,1450,synthetic_benchmark
Eco-Friendly Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,520.0,1200,1450,850,synthetic_benchmark
Handmade Brass Pooja Bell with Peacock Handle,Metalwork,530.0,1600,2100,850,synthetic_benchmark
Carved Sheesham Wood Elephant Figurine,Woodwork,880.0,2500,3200,1350,synthetic_benchmark
Classic Ergonomic Wireless Silent Optical Mouse,Electronics,1220.0,1900,2400,1800,synthetic_benchmark
Noise Cancelling Over-Ear Studio Headphones,Electronics,1090.0,2400,3100,1650,synthetic_benchmark
Sandalwood Carved Incense Stick Holder,Woodwork,1190.0,3500,4600,1750,synthetic_benchmark
